,text
1940,"['saya', 'peserta', 'bpjs', 'sampai', 'skrg', 'manfaat', 'yg', 'saya', 'dapatkan', 'untuk', 'keluarga', 'lebih', 'dari', 'iuran', 'bulanan', 'setuju', 'aja', 'sih', 'urus', 'ini', 'itu', 'pakai', 'bpjs', 'toh', 'yg', 'diurus', 'juga', 'bukan', 'kebutuhan', 'pokok', 'jual', 'beli', 'properti', 'pengurus', 'simstnk']"
1941,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'stnk', 'polri', 'bakal', 'sempurnakan', 'regulasi']"
1942,"['kepesertaan', 'bpjs', 'jadi', 'syarat', 'bikin', 'sim', 'stnk', 'amp', 'skck', 'warga', 'solo', 'galau']"
1943,"['masa', 'mau', 'ngurusin', 'sim', 'doang', 'kudu', 'pake', 'bpjs', 'si', 'anjir', 'gue', 'sekeluarga', 'kaga', 'punya', 'bpjs', 'anjrit']"
1944,"['semenjak', 'iuran', 'bpjs', 'naik', 'saya', 'tidak', 'pernah', 'bayar', 'lagikarena', 'semua', 'naik', 'listrik', 'naikkalo', 'ngurus', 'sim', 'berarti', 'harus', 'bayar', 'tunggakan', 'dongsaya', 'ada', 'orang', 'di', 'kksungguh', 'berat', 'di', 'jaman', 'lipid', 'ni']"
1945,"['abis', 'cek', 'sim', 'ternyata', 'masa', 'berlakunya', 'sampe', 'inimah', 'harus', 'cepet', 'bikin', 'bpjs']"
1946,"['aturan', 'baru', 'bikin', 'sim', 'wajib', 'punya', 'bpjs', 'kesehatan']"
1947,"['penggunaan', 'bpjs', 'kesehatan', 'sebagai', 'syarat', 'administratif', 'ini', 'tidak', 'hanya', 'berlak', 'untuk', 'pembuatan', 'sim', 'dan', 'stnk', 'tapi', 'juga', 'berlaku', 'untuk', 'pembuatan', 'skck', 'pelaksanaan', 'ibadah', 'hajiumrah', 'dan', 'jualbeli', 'tanah', 'target', 'user', 'pada', 'tahun', 'penduduk', 'idn', 'kek', 'apa', 'ya', 'kirakira', 'ehee']"
1948,"['metaverse', 'itu', 'adalah', 'bikin', 'sim', 'ngasih', 'kartu', 'bpjs']"
1949,"['bentar', 'ini', 'peraturan', 'yg', 'semua', 'wni', 'wajib', 'punya', 'bpjs', 'untuk', 'syarat', 'mengurus', 'sim', 'stnk', 'naik', 'haji', 'umroh', 'jual', 'beli', 'tanah', 'sek', 'sek', 'ini', 'letak', 'menguntungkan', 'rakyatnya', 'dimana', 'tolong', 'banget', 'ini', 'mah', 'saya', 'sangat', 'butuh', 'penjelasan']"
1950,"['jgn', 'kan', 'sim', 'beli', 'minyak', 'juga', 'hrs', 'pake', 'bpjs']"
1951,"['waw', 'mulai', 'maret', 'bpjs', 'jadi', 'syarat²', 'resmi', 'kek', 'ktp', 'mau', 'beli', 'tanah', 'bikin', 'sim', 'dll', 'harus', 'punya', 'bpjs']"
1952,"['polri', 'segera', 'menyusun', 'dan', 'menyempurnakan', 'regulasi', 'untuk', 'mewajibkan', 'kepesertaan', 'bpjs', 'kesehatan', 'sebagai', 'syarat', 'pengurusan', 'dokumen', 'seperti', 'surat', 'izin', 'mengemudi', 'sim', 'surat', 'tanda', 'nomor', 'kendaraan', 'stnk', 'hingga', 'surat', 'keterangan', 'catatan', 'kepolisian', 'skck']"
1953,"['bukan', 'masalah', 'gimana', 'gimananya', 'lucu', 'saja', 'akutu', 'udah', 'ngangngong', 'doang', 'pas', 'lihat', 'ooh', 'buat', 'sim', 'perpanjang', 'masih', 'tahun', 'lagi', 'perpanjang', 'aku', 'udah', 'kerja', 'netep', 'maybe', 'usaha', 'udah', 'jalan', 'sabi', 'lah', 'bpjs', 'udah', 'bisa', 'nomer', 'dua', 'aman', 'dalem', 'hati']"
1954,"['ribet', 'amat', 'sekarang', 'perpanjang', 'sim', 'aja', 'kudu', 'make', 'bpjs', 'ga', 'nyambung', 'banget']"
1955,"['perpanjang', 'sim', 'harus', 'ada', 'bpjs', 'maksudnya', 'gimana', 'ya', 'gue', 'kagak', 'tau', 'punya', 'bpjs', 'apa', 'enggak']"
1956,"['urus', 'sim', 'amp', 'stnk', 'masih', 'bisa', 'pakai', 'birojasa', 'jadi', 'nggak', 'butuh', 'bpjs', 'hajiumroh', 'dr', 'luar', 'negeri', 'aja', 'jadi', 'nggak', 'butuh', 'bpjs', 'jualbeli', 'tanah', 'pakai', 'nama', 'perusahaan', 'aja', 'jadi', 'tetap', 'tdk', 'butuh', 'bpjs']"
1957,"['kata', 'polri', 'soal', 'bikin', 'sim', 'stnk', 'hingga', 'skck', 'wajib', 'jadi', 'peserta', 'bpjs', 'kesehatan']"
1958,"['bulan', 'maret', 'kalo', 'mau', 'bikin', 'sim', 'harus', 'punya', 'bpjs', 'kesehatan', 'kalo', 'bpjs', 'nya', 'nunggak', 'otomatis', 'harus', 'dilunasin', 'pilihan', 'nya', 'mending', 'di', 'tilang', 'apa', 'ngelunasin', 'utang']"
1959,"['bpjs', 'syarat', 'sim', 'pripun', 'kabare', 'gus']"
1960,"['kartu', 'bpjs', 'syarat', 'buat', 'sim', 'mulai', 'maret', 'ghufron', 'tidak', 'betul']"
1961,"['hasil', 'survei', 'tinggi', 'mungkin', 'yang', 'disurvei', 'gak', 'makan', 'tahu', 'tempe', 'gak', 'pake', 'minyak', 'goreng', 'bukan', 'peserta', 'bpjs', 'tk', 'gak', 'akan', 'perpanjang', 'sim', 'dan', 'stnk']"
1962,"['melalui', 'inpres', 'tersebut', 'warga', 'yang', 'ingin', 'membuat', 'surat', 'izin', 'mengemudi', 'sim', 'stnk', 'melaksanakan', 'ibadah', 'haji', 'atau', 'umrah', 'bahkan', 'jual', 'beli', 'tanah', 'harus', 'memiliki', 'kartu', 'bpjs', 'kesehatan', 'sebagai', 'salah', 'satu', 'syarat']"
1963,"['selamat', 'ya', 'oh', 'ya', 'jgn', 'senang', 'dulu', 'kamu', 'gak', 'bakalan', 'bs', 'perpanjang', 'sim', 'jual', 'beli', 'tanah', 'dan', 'umrohhaji', 'kan', 'kamu', 'gak', 'punya', 'bpjs', 'tp', 'kok', 'bs', 'lahiran', 'apakah', 'jhtnya', 'sudah', 'cair', 'duluan']"
1964,"['sudah', 'ada', 'pajak', 'skrg', 'bpjs', 'pula', 'artinya', 'kalo', 'mau', 'urus', 'sim', 'harus', 'bayar', 'bpjs', 'sampe', 'tagihan', 'terakhir', 'kalo', 'misal', 'seorang', 'kepala', 'keluarga', 'dg', 'pndapatan', 'jta', 'punya', 'kk', 'masih', 'ckup', 'berat']"
1965,"['presiden', 'joko', 'widodo', 'setelah', 'meneken', 'aturan', 'jht', 'th', 'kemudian', 'bpjs', 'jd', 'syarat', 'ngurus', 'stnk', 'sim', 'dll', 'kemudian', 'mempermudah', 'lg', 'pencairan', 'dana', 'jht', 'kemudian', 'muncul', 'survei', 'kepuasan', 'sempurna', 'bgt', 'pencitraan', 'nya', 'mau', 'periode', 'pak', 'ngimpi', 'minyak', 'goreng', 'kedelai', 'langka', 'urusin', 'tuh']"
1966,"['logika', 'aja', 'mas', 'bikin', 'sim', 'stnk', 'bisa', 'umroh', 'bisa', 'masa', 'ngurus', 'bpjs', 'gak', 'bisa', 'ibarat', 'yang', 'sunnah', 'diduluin', 'yang', 'wajib', 'ditinggalin']"
1967,"['sy', 'puas', 'puas', 'sakit', 'hati', 'kebijakan', 'slalu', 'bikin', 'susah', 'orang', 'susah', 'kebijakan', 'ntar', 'bru', 'lagi', 'ngurus', 'sim', 'dn', 'stnk', 'hrus', 'pakae', 'bpjs', 'buat', 'beli', 'beras', 'pyar', 'listrik', 'buat', 'sekolah', 'anak', 'puyeng', 'bgae', 'mna', 'mu', 'byar', 'bpjs', 'mending', 'klau', 'punya', 'gaji']"
1968,"['sim', 'jual', 'beli', 'tanah', 'umroh', 'harus', 'pakai', 'bpjs', 'niat', 'ibadah', 'dikalahkan', 'sama', 'kartu', 'yang', 'namanya', 'bpjs']"
1969,"['beli', 'tanah', 'sim', 'dll', 'wajib', 'bpjs', 'ga', 'sekalian', 'waktu', 'pilpres', 'wajib', 'bpjs']"
1970,"['ngurus', 'sim', 'segala', 'macem', 'ngapain', 'make', 'bpjs', 'dah', 'ktp', 'lu', 'noh', 'katanya', 'ektp', 'tapi', 'kaga', 'ada', 'gunanya', 'klo', 'buat', 'ngurus', 'berkas', 'bgst']"
1971,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'dan', 'stnk', 'kapan', 'berlaku', 'di', 'jateng']"
1972,"['bikin', 'bro', 'prosesnya', 'gampang', 'kok', 'apalagi', 'nanti', 'rencana', 'programnya', 'apa', 'harus', 'nunjukin', 'bpjs', 'bikin', 'simstnk', 'beli', 'tanah']"
1973,"['ini', 'kenapa', 'sih', 'harga', 'minyak', 'goreng', 'makin', 'mahal', 'tempe', 'ama', 'tahu', 'juga', 'langka', 'bpjs', 'jadi', 'syarat', 'umum', 'bikin', 'stnksim', 'ditambah', 'angka', 'covid', 'makin', 'naik']"
1974,"['itu', 'udah', 'jadi', 'syarat', 'wajib', 'lo', 'sekarang', 'mau', 'buat', 'stnk', 'sim', 'dll', 'pakai', 'bpjs']"
1975,"['ngurus', 'sim', 'stnk', 'nanti', 'ketambahan', 'syarat', 'fotokopi', 'kartu', 'bpjs', 'kesehatan', 'seharusnya', 'nggak', 'perlu', 'fotokopi', 'cukup', 'sebutin', 'nomernya', 'aja', 'nanti', 'cek', 'di', 'sistem', 'langsung', 'simpel', 'harusnya']"
1976,"['kata', 'gw', 'mah', 'secepetnta', 'iz', 'katanya', 'ntar', 'maret', 'bikin', 'ktp', 'sim', 'dkk', 'harus', 'pake', 'bpjs', 'jadi', 'ribet']"
1977,"['lha', 'skrg', 'mo', 'perpanjang', 'sim', 'mesti', 'pny', 'bpjs', 'apa', 'hubunganna']"
1978,"['ternyata', 'eh', 'ternyata', 'publik', 'mau', 'lho', 'bpjs', 'dijadikan', 'syarat', 'urus', 'sim', 'hingga', 'jual', 'beli', 'tanah', 'suaranetizen', 'suarapublik', 'suararakyat', 'tirakat']"
1979,"['ngurus', 'pajak', 'skck', 'sim', 'stnk', 'jual', 'beli', 'tanah', 'umroh', 'sana', 'naik', 'hj', 'pengajuan', 'kur', 'pengajuan', 'usaha', 'nelayan', 'dan', 'petani', 'program', 'pemeritah', 'emg', 'harus', 'banget', 'ada', 'bpjs', 'kesehatan', 'ini', 'bener', 'adanya', 'harus', 'punya', 'parah', 'si', 'klo', 'bener', 'lagi', 'covid', 'dipersulit', 'ngurus', 'beginian']"
1980,"['ini', 'beneran', 'bikin', 'sim', 'harus', 'punya', 'bpjs']"
1981,"['tolong', 'sekalian', 'juga', 'revisi', 'tuh', 'aturan', 'mengenai', 'bpjs', 'kesehatan', 'yang', 'menjadi', 'syarat', 'untuk', 'mengurus', 'beberapa', 'keperluan', 'seperti', 'sim', 'dan', 'stnk', 'yang', 'mnurut', 'saya', 'sebegai', 'mahasiswa', 'sangat', 'tidak', 'masuk', 'akal']"
1982,"['tarik', 'terus', 'sumbangan', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'pengurusan', 'sim', 'sertivikat', 'tanahstnk', 'dll', 'kasihan', 'negaraku', 'minta', 'sumbangan', 'ke', 'rakyat', 'akan', 'aku', 'usahakan', 'bila', 'aku', 'mampu', 'bila', 'tidak', 'aku', 'serahkan', 'ke', 'allah', 'untuk', 'mencukupinya', 'aamiin']"
1983,"['urus', 'sim', 'dan', 'stnk', 'wajib', 'bpjs', 'kesehatan', 'mulai', 'maret', 'dirut', 'ghufron', 'tidak', 'betul']"
1984,"['akeh', 'banget', 'kui', 'ono', 'sim', 'ktp', 'bpjs', 'stnkstrukcicilansiji', 'meneh', 'duit', 'koin', 'go', 'kerokan', 'miris', 'kan']"
1985,"['yo', 'lek', 'sakit', 'pas', 'bikin', 'sim', 'langsung', 'tercover', 'bpjs', 'bang']"
1986,"['sim', 'perpanjangan', 'tahun', 'sekali', 'hajiumrah', 'sanggupnya', 'ada', 'yg', 'hanya', 'sekali', 'seumur', 'hidup', 'jualbeli', 'tanah', 'apalagi', 'hanya', 'orang', 'tertentu', 'syaratnya', 'harus', 'punya', 'bpjs', 'mukidi', 'itu', 'cerdik', 'iuran', 'bpjs', 'seumur', 'hidup', 'cerdik', 'kan']"
1987,"['polri', 'akan', 'sosialisasikan', 'urus', 'sim', 'dll', 'harus', 'peserta', 'aktif', 'bpjs', 'kesehatan']"
1988,"['ini', 'benaran', 'mau', 'ngurus', 'sim', 'ini', 'termasuk', 'perpanjangan', 'harus', 'pake', 'bpjs', 'udah', 'benar', 'dah', 'sim', 'aku', 'sim', 'singapore', 'international', 'jd', 'gak', 'perlu', 'pusing', 'mikirin', 'bpjs', 'ini']"
1989,"['syarat', 'mengurus', 'sim', 'stnk', 'skck', 'bpkp', 'harus', 'menjadi', 'peserta', 'bpjs', 'kesehatan']"
1990,"['oh', 'beneran', 'ngurus', 'stnk', 'sim', 'dll', 'harus', 'pake', 'bpjs', 'biar', 'apa', 'gitu', 'mana', 'gapunya']"
1991,"['askrl', 'no', 'salty', 'please', 'edukasi', 'aku', 'tolong', 'aku', 'sekeluarga', 'belum', 'daftar', 'bpjs', 'soalnya', 'kerjaan', 'kita', 'bukan', 'yang', 'berisiko', 'tinggi', 'gitu', 'dengan', 'kebijakan', 'yang', 'akan', 'diterapkan', 'pengurusan', 'stnk', 'sim', 'dan', 'skck', 'harus', 'terdaftar', 'anggota', 'bpjs', 'menurut', 'kalian', 'sepenting', 'apa', 'sih', 'cont']"
1992,"['polri', 'dukung', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'dan', 'skck']"
1993,"['kartu', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'pembuatan', 'sim']"
1994,"['batalin', 'syarat', 'bpjs', 'buat', 'simstnkskcktanahhaji', 'dan', 'umroh', 'pak', 'bikin', 'ribet', 'aja']"
1995,"['di', 'luar', 'negeri', 'terutama', 'negara', 'maju', 'semuanya', 'sudah', 'seperti', 'ini', 'beli', 'mobil', 'bikin', 'sim', 'dll', 'harus', 'punya', 'semacam', 'bpjs']"
1996,"['yg', 'dijadikan', 'sample', 'survei', 'ini', 'rakyat', 'indonesia', 'ap', 'rakyat', 'kodok', 'kalau', 'rakyat', 'indonesia', 'tidak', 'mungkin', 'lah', 'konflik', 'pertanahan', 'kelangkaan', 'minyak', 'goreng', 'kisruh', 'jhtterakir', 'inpres', 'no', 'tentang', 'bpjs', 'jd', 'syarat', 'pengurusan', 'simskckjual', 'beli', 'tanah']"
1997,"['iya', 'iya', 'betuldan', 'tidak', 'semua', 'pekerja', 'juga', 'punya', 'bpjssaya', 'juga', 'ngak', 'punya', 'koktidak', 'semua', 'yg', 'punya', 'sim', 'juga', 'punya', 'mobil', 'truk', 'dan', 'bus', 'yabetul', 'betul']"
1998,"['selain', 'calon', 'jamaah', 'haji', 'dan', 'umrah', 'ternyata', 'menjadi', 'peserta', 'aktif', 'bpjs', 'kesehatan', 'juga', 'syarat', 'untuk', 'santri', 'permohonan', 'sim', 'serta', 'paspor']"
1999,"['lanyalla', 'kritik', 'keras', 'kebijakan', 'bpjs', 'kesehatan', 'untuk', 'syarat', 'jual', 'beli', 'tanah', 'sim', 'stnk', 'dan', 'syarat', 'umrohnaik', 'haji']"
2000,"['pemerintah', 'menetapkan', 'kartu', 'peserta', 'badan', 'penyelenggaraan', 'jaminan', 'sosial', 'bpjs', 'kesehatan', 'menjadi', 'syarat', 'untuk', 'pembuatan', 'sim']"
2001,"['lanyalla', 'kritik', 'keras', 'kebijakan', 'bpjs', 'kesehatan', 'untuk', 'syarat', 'jual', 'beli', 'tanah', 'sim', 'stnk', 'dan', 'syarat', 'umrohnaik', 'haji', 'lanyalla', 'lanyallaacademia', 'lnm', 'silabaca', 'selengkapnya', 'di']"
2002,"['berarti', 'bpjs', 'menjadi', 'syarat', 'pembuatan', 'sim', 'stnk', 'skck', 'baru', 'ya', 'kalau', 'pajak', 'tahunan', 'dan', 'tahunan', 'mah', 'ga', 'perlu', 'bpjs', 'ya']"
2003,"['polri', 'mulai', 'penyesuaian', 'aturan', 'baru', 'bpjs', 'kesehatan', 'bakal', 'jadi', 'syarat', 'wajib', 'bikin', 'sim', 'dan', 'stnk']"
2004,"['sejumlah', 'layanan', 'publik', 'yang', 'kini', 'wajib', 'melampirkan', 'bukti', 'sebagai', 'peserta', 'bpjs', 'kesehatan', 'antara', 'lain', 'kepungurusan', 'skck', 'membuat', 'surat', 'izin', 'mengemudi', 'sim', 'surat', 'tanda', 'nomor', 'kendaraan', 'stnk', 'naik', 'haji', 'dan', 'umrah', 'sampai', 'urusan', 'jual', 'beli', 'tanah']"
2005,"['bpjs', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'jual', 'beli', 'tanah', 'dan', 'naik', 'haji', 'agaknya', 'membuka', 'peluang', 'bagi', 'para', 'calo', 'mungkin', 'terkesan', 'sepele', 'tapi', 'ini', 'masalah', 'serius', 'calo', 'yg', 'masih', 'belum', 'bisa', 'di', 'selesaikan', 'problematika', 'baru', 'di', 'tengah', 'kesenjangan', 'sosial', 'yg', 'tinggi']"
2006,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'pembuatan', 'sim']"
2007,"['betul', 'sekali', 'mayoritas', 'orang', 'akan', 'berhitung', 'dari', 'pada', 'harus', 'nanggung', 'iuran', 'bulanan', 'bpjs', 'mending', 'gak', 'usah', 'bayar', 'pajak', 'dan', 'perpanjangan', 'sim', 'karena', 'belum', 'tentu', 'sebulan', 'sekali', 'kena', 'tilang', 'kalo', 'kena', 'tilang', 'pun', 'biayanya', 'gak', 'semahal', 'iuran', 'bulanan', 'bpjs', 'kartu', 'keluarga']"
2008,"['sakti', 'emang', 'nih', 'pak', 'jokowi', 'bikin', 'aturan', 'ga', 'nyambung', 'kyk', 'bpjs', 'jadi', 'syarat', 'jual', 'belitanahsim', 'stnk', 'aja', 'rakyat', 'ny', 'masih', 'puas', 'aja', 'pelet', 'bpk', 'keren', 'pisan', 'euy']"
2009,"['apakah', 'bpjs', 'kesehatan', 'skrg', 'bukan', 'hanya', 'menanggung', 'kesehatan', 'fisik', 'saja', 'tapi', 'juga', 'kesehatan', 'dompet', 'karena', 'mahalnya', 'biaya', 'pajak', 'jual', 'beli', 'tanah', 'dan', 'biaya', 'balik', 'nama', 'sertifikat', 'tanah', 'mungkin', 'saja', 'biaya', 'pembuatan', 'sim', 'dan', 'pajak', 'kendaraan', 'bermotor', 'juga', 'masuk', 'dlm', 'tanggungan', 'bpjs']"
2010,"['cara', 'daftar', 'bpjs', 'kesehatan', 'online', 'lewat', 'aplikasi', 'jkn', 'mulai', 'maret', 'bpjs', 'jadi', 'syarat', 'urus', 'sim', 'hingga', 'haji']"
2011,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'dan', 'stnk', 'kapan', 'mulai', 'berlaku']"
2012,"['emang', 'iyaaa', 'ngurus', 'sim', 'ktp', 'juga', 'kudu', 'pake', 'bpjs', 'mbak']"
2013,"['para', 'buzzerp', 'pun', 'jg', 'keliatan', 'blunder', 'bingung', 'dan', 'gak', 'nyambung', 'saat', 'mencoba', 'jelasin', 'korelasi', 'bikin', 'sim', 'dan', 'stnk', 'harus', 'ada', 'bpjs']"
2014,"['bikin', 'aturan', 'gini', 'buat', 'capai', 'target', 'atau', 'emang', 'buat', 'muter', 'duit', 'klo', 'nggak', 'ada', 'penjelasan', 'korelasi', 'antara', 'bpjs', 'sama', 'ngurus', 'sim', 'stnk', 'bahkan', 'punya', 'atau', 'beli', 'tanah', 'trs', 'bikin', 'aturan', 'kyk', 'gini', 'buat', 'apa', 'bikin', 'aturan', 'bsnya', 'nyusahin', 'raktyat']"
2015,"['evello', 'dapati', 'sentimen', 'positif', 'persyaratan', 'bpjs', 'untuk', 'pelayanan', 'sim', 'hingga', 'jual', 'beli', 'tanah']"
2016,"['geleng', 'sambil', 'ngelus', 'dada', 'gw', 'liat', 'dan', 'baca', 'aturan', 'ini', 'ngurus', 'sim', 'dan', 'stnk', 'harus', 'ada', 'bpjs', 'korelasinya', 'apa', 'gt', 'loh', 'bikin', 'aturan', 'gini', 'nyusahin', 'masyarakat', 'btw', 'yg', 'nggak', 'punya', 'bpjs', 'mau', 'nggak', 'mau', 'harus', 'daftar', 'dan', 'punya', 'bpjs', 'demi', 'ngurus', 'sim', 'atau', 'stnk']"
2017,"['bikin', 'aturan', 'gini', 'buat', 'capai', 'target', 'atau', 'emang', 'buat', 'muter', 'duit', 'klo', 'nggak', 'ada', 'penjelasan', 'korelasi', 'antara', 'bpjs', 'sama', 'ngurus', 'sim', 'stnk', 'bahkan', 'punya', 'atau', 'beli', 'tanah', 'trs', 'bikin', 'aturan', 'kyk', 'gini', 'buat', 'apa', 'bikin', 'aturan', 'bsnya', 'nyusahin', 'raktyat']"
2018,"['paling', 'di', 'centang', 'sendiri', 'surveynya', 'dah', 'jht', 'dipermainkan', 'minyak', 'langka', 'bbm', 'juga', 'langka', 'petralitamp', 'solar', 'belun', 'lagi', 'naik', 'haji', 'wajib', 'bpjs', 'emang', 'di', 'arab', 'rumah', 'sakit', 'terima', 'bpjs', 'jual', 'beli', 'tanah', 'bikin', 'simperpanjang', 'stnk', 'belum', 'puas', 'lihat', 'rakyatmu', 'menderita']"
2019,"['bpjs', 'syarat', 'membuat', 'sim', 'makin', 'banyak', 'pengemudi', 'tanpa', 'sim', 'nantinya']"
2020,"['simak', 'besaran', 'iuran', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'urus', 'sim', 'stnk', 'dan', 'skck']"
2021,"['ngecek', 'tghn', 'pajk', 'kendaraan', 'ternyata', 'taun', 'ini', 'naiknya', 'hampir', 'x', 'lipat', 'jadi', 'males', 'bayar', 'ckckck', 'apalagi', 'skrang', 'ada', 'kebijakan', 'ngurus', 'sim', 'amp', 'stnk', 'harus', 'pakai', 'bpjs']"
2022,"['punya', 'bpjs', 'dari', 'thn', 'dari', 'tahun', 'ngga', 'pernah', 'dibayar', 'karena', 'ngga', 'pernah', 'dipakaipertama', 'agak', 'ribet', 'cara', 'pakainya', 'harus', 'minta', 'rujukan', 'dulu', 'terus', 'kalau', 'kita', 'berobat', 'ke', 'klinik', 'terdekat', 'ngga', 'bisa', 'pakai', 'bpjs', 'tetap', 'harus', 'bayar', 'kalau', 'mau', 'perpanjang', 'sim', 'harus', 'bayar', 'dulu', 'ga', 'ya']"
2023,"['pemerintah', 'tetapkan', 'kartu', 'bpjs', 'kesehatan', 'syarat', 'urus', 'sim', 'stnk', 'ibadah', 'haji', 'dan', 'umrah', 'hingga', 'jual', 'beli', 'tanah']"
2024,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'sim', 'stnk', 'skck', 'pandu', 'riono', 'pemerintah', 'tidak', 'paham', 'logika', 'yang', 'benar', 'ialah']"
2025,"['wajib', 'catat', 'kini', 'urus', 'sim', 'dan', 'stnk', 'wajib', 'punya', 'bpjs', 'kesehatan', 'lewat']"
2026,"['pasti', 'puas', 'sebab', 'pemerintahan', 'sekarang', 'bisa', 'menaikan', 'harga', 'minyak', 'goreng', 'meningkatkan', 'tenaga', 'asing', 'ke', 'indonesia', 'sudah', 'buat', 'peraturan', 'pembuatan', 'sim', 'stnk', 'dll', 'dg', 'kartu', 'bpjs', 'dan', 'jht', 'hanya', 'bisa', 'cair', 'pd', 'usia', 'th', 'fix', 'bikin', 'rakyat', 'sengsara', 'dan', 'itu', 'yg', 'survey', 'dari', 'kaum', 'jin']"
2027,"['yg', 'jadi', 'rame', 'sekarang', 'itu', 'kenapa', 'bpjs', 'jadi', 'harus', 'syarat', 'wajib', 'untuk', 'mengurus', 'dokumen', 'apapun', 'padahal', 'korelasinya', 'aja', 'ga', 'nyambung', 'kalo', 'ke', 'jual', 'beli', 'tanahsimstnk', 'yg', 'rata', 'emg', 'udh', 'ada', 'cover', 'tersendiri']"
2028,"['ngurus', 'sim', 'stnk', 'jual', 'beli', 'tanah', 'wajib', 'tunjukin', 'bpjs', 'per', 'maret', 'kayanya', 'merugikan', 'untuk', 'orang', 'orang', 'yang', 'udah', 'memiliki', 'asuransi', 'deh', 'jadi', 'nambah', 'biaya', 'lagi', 'buat', 'asuransi', 'yang', 'kemungkinan', 'ga', 'akan', 'djpake']"
2029,"['kebijakan', 'yang', 'menyengsarakan', 'rakyat', 'karena', 'yang', 'diincar', 'uang', 'rakyat', 'lewat', 'bpjs', 'untuk', 'dijadikan', 'syarat', 'pengurusan', 'jual', 'beli', 'tanah', 'rumah', 'sim', 'haji', 'dan', 'lainnya']"
2030,"['dih', 'perpajangan', 'sim', 'beneran', 'kudu', 'pake', 'bpjs']"
2031,"['kemudian', 'aturan', 'untuk', 'mewajibkan', 'masyarakat', 'yang', 'ingin', 'mengurus', 'sim', 'stnk', 'dan', 'skck', 'merupakan', 'anggota', 'bpjs', 'kesehtan', 'dituliskan', 'dalam', 'poin', 'ke', 'huruf', 'a']"
2032,"['sikap', 'pro', 'rakyat', 'diperlihatkan', 'anggota', 'komisi', 'ix', 'dpr', 'dr', 'ir', 'h', 'ar', 'sutan', 'adil', 'hendra', 'mm', 'terhadap', 'keputusan', 'pemerintah', 'yang', 'mewajibkan', 'masyarakat', 'menjadi', 'peserta', 'bpjs', 'kesehatan', 'agar', 'bisa', 'membuat', 'sim', 'stnk', 'melaksanakan', 'ibadah', 'haji', 'dan', 'umrah', 'bahkan', 'menjual', 'beli', 'tanah']"
2033,"['wajib', 'tahu', 'kini', 'urus', 'sim', 'stnk', 'naik', 'haji', 'hingga', 'jual', 'beli', 'tanah', 'harus', 'pakai', 'bpjs']"
2034,"['perpanjang', 'sim', 'harus', 'pake', 'bpjs', 'cekcekcek', 'leh', 'ko', 'bpjs', 'aku', 'gaada', 'anjaaaiii', 'dimana']"
2035,"['sebelum', 'anak', 'nya', 'besar', 'buatin', 'bpjs', 'dulu', 'bang', 'biar', 'gampang', 'buat', 'sim', 'dan', 'beli', 'tanah']"
2036,"['bpjs', 'yang', 'menjadi', 'syarat', 'mengurus', 'sim', 'serta', 'melaksanakan', 'ibadah', 'haji', 'atau', 'umrah', 'tertera', 'dalam', 'inpres', 'instruksi', 'tersebut', 'tentang', 'optimalisasi', 'pelaksanaan', 'program', 'jaminan', 'kesehatan', 'nasional', 'jkn', 'baca', 'selengkapnya', 'di', 'cnnindonesia']"
2037,"['yen', 'misal', 'ngurus', 'sim', 'stnk', 'kudu', 'ndwe', 'bpjs', 'luwih', 'milih', 'ditilang', 'gak', 'seh', 'soale', 'wis', 'bar', 'sidang', 'yawis', 'bar', 'ora', 'bayar', 'ben', 'sasi']"
2038,"['mana', 'nanti', 'ngurus', 'sim', 'stnk', 'jual', 'beli', 'tanah', 'harus', 'punya', 'bpjs', 'kesehatan']"
2039,"['ya', 'allah', 'tolong', 'negriku', 'ya', 'allah', 'pemerintahannya', 'dah', 'gk', 'jelas', 'masa', 'iya', 'bpjs', 'jadi', 'syarat', 'pembuatan', 'sim', 'stnk', 'sama', 'naik', 'haji', 'masa', 'iya', 'jht', 'hanya', 'bisa', 'dicairin', 'diumur', 'tahun']"
2040,"['sekalian', 'yg', 'bpjs', 'buat', 'sim', 'stnk', 'sama', 'jual', 'beli', 'rumah', 'gak', 'nyambung']"
2041,"['kapan', 'bpjs', 'berlaku', 'jadi', 'syarat', 'jual', 'beli', 'tanah', 'sim', 'amp', 'skck']"
2042,"['bpjs', 'kesehatan', 'jadi', 'syarat', 'naik', 'haji', 'jual', 'tanah', 'hingga', 'urus', 'sim', 'ekonom', 'maksa', 'banget']"
2043,"['respon', 'warga', 'soal', 'kebijakan', 'bpjs', 'kesehatan', 'jadi', 'syarat', 'sim']"
